MWh;Flow;Middel vind;Middel temp;Sol i minutter;Dato
541883,21;15910,71;1,04;-3,88;174;15/12/2022
489183,11;13968,27;0,75;-8,42;302;16/12/2022
466308,13;13515,96;4,42;-0,42;114;17/12/2022
463418,22;13536,45;4,42;-1,04;116;18/12/2022
367289,26;10778,64;4,63;1,46;0;19/12/2022
365968,69;10663,48;5,13;6,92;0;20/12/2022
354025,69;10702,51;3,63;4,79;13;21/12/2022
374604,23;10920,37;4,04;5,5;22;22/12/2022
427403,12;12265,58;1,67;1,08;335;23/12/2022
353633,2;10656,81;2,46;0,33;14;24/12/2022
346151,15;10164,25;2,88;5,08;0;25/12/2022
392176,12;11315,69;4,54;4,88;11;26/12/2022
359349,71;10360,37;3,71;2,08;150;27/12/2022
336897,38;9948;5,67;6,08;86;28/12/2022
361890,22;10705,69;6,92;6,88;17;29/12/2022
326394;9605,37;6,54;5,46;38;30/12/2022
293586,12;8656,73;3,67;6,96;0;31/12/2022
320898,33;9559,3;5,92;8,08;20;01/01/2023
360142,47;10527,84;2,92;5,88;4;02/01/2023
329025,27;9919,46;3,58;3,67;224;03/01/2023
357579,37;10272,98;7,63;7,38;0;04/01/2023
350571,19;10190,91;4,17;2,29;227;05/01/2023
313539,36;9174,39;5,13;6,08;92;06/01/2023
314377,33;9304,02;4,08;7,33;0;07/01/2023
332104,46;9717,55;3,88;6,25;16;08/01/2023
347264,44;9952,58;3,29;5;94;09/01/2023
333147,44;9591,87;4,25;4,79;141;10/01/2023
341065,19;9706,81;6,13;6,67;186;11/01/2023
342003,19;9731,37;3,54;5,33;30;12/01/2023
341418,34;9725,64;6,96;5,88;9;13/01/2023
359038,28;10097,54;5,42;5,17;3;14/01/2023
383454,36;10752,36;8,33;4,63;59;15/01/2023
395521,33;11048,89;3,38;2,46;24;16/01/2023
409455,28;11654;3,29;0,79;52;17/01/2023
423994,18;11979,72;3,08;0,29;245;18/01/2023
433335,21;12363,44;2,92;0,13;67;19/01/2023
442289,15;12717,1;0,71;-0,63;132;20/01/2023
453160,15;13030,55;2,17;-0,38;247;21/01/2023
460632,2;13106,04;2,71;-0,67;0;22/01/2023
421169,16;12064;0,96;-0,33;137;23/01/2023
410068,28;11559,8;2,92;1,29;169;24/01/2023
374542,24;10708,57;4,13;2,58;0;25/01/2023
429189,17;12318,27;2,83;2,58;290;26/01/2023
428102,35;12338,4;1,21;-1,46;349;27/01/2023
393739,08;11228,57;2,5;1,17;41;28/01/2023
391722,18;11076,05;6,04;4;12;29/01/2023
397006,34;11247,82;8,08;3,33;216;30/01/2023
393764,69;11223,63;7,21;3,83;23;31/01/2023
380255,29;10719,1;8,08;3,79;114;01/02/2023
375445,17;10612,3;2,08;2,42;369;02/02/2023
400195,49;11697,06;7,71;4,67;44;03/02/2023
400937,23;11479,19;2,29;0,25;220;04/02/2023
400375,2;11364,8;2,96;1,33;246;05/02/2023
400126,26;11722,13;1,08;1,83;111;06/02/2023
402909,31;11591,81;3,04;1,96;52;07/02/2023
405485,29;11487,59;3,21;0,92;289;08/02/2023
374439,19;178639,42;5,71;3,54;126;09/02/2023
321474,23;9337,27;5,79;4,75;36;10/02/2023
322056,12;9445,11;6,46;6,96;180;11/02/2023
340659,4;9978,18;3,83;6,42;0;12/02/2023
354241,04;10122,45;3,46;5,42;20;13/02/2023
368892,21;10477,73;1,71;3,42;14;14/02/2023
340905,27;9761,77;2,25;2,38;0;15/02/2023
6762115,18;9480,93;2,79;4,96;96;16/02/2023
338700,36;9851,9;10,08;6,67;34;17/02/2023
349947,27;10140,75;4,58;3,58;207;18/02/2023
350258,96;9951,71;4,5;3,13;329;19/02/2023
338191,21;9578,85;9,5;6,63;71;20/02/2023
342615,24;9563,02;4,79;5;234;21/02/2023
333903,57;9198,3;2,92;4,75;0;22/02/2023
339445,17;9558,28;3,83;4,38;137;23/02/2023
363641,28;10551,25;6,67;3,79;192;24/02/2023
377587,17;11135,08;5,5;0,79;409;25/02/2023
363102,68;10926,1;2,58;0,58;464;26/02/2023
341434,19;10186,57;1,33;2,42;532;27/02/2023
1782883,51;10083,32;1,13;2;541;28/02/2023
358412,32;10413,63;1,17;1,29;190;01/03/2023
330321,14;9644,68;1,46;2,13;491;02/03/2023
323980,25;9469,41;4,17;4,08;376;03/03/2023
349508,15;11031,42;5,38;2,83;364;04/03/2023
383681,25;11183,66;2,54;-0,54;509;05/03/2023
399327,92;11360,5;2,58;-0,54;328;06/03/2023
409217,18;11703,74;5,54;-0,83;193;07/03/2023
402153,21;11519,7;0,75;-1,58;484;08/03/2023
402843,19;11435,89;1,63;-1,29;440;09/03/2023
385043,58;11125,01;1,96;-0,42;145;10/03/2023
406140,14;11575,7;3,58;-0,63;371;11/03/2023
354361,13;10044,79;3,25;0,33;89;12/03/2023
346746,61;9974,14;9,04;7,21;20;13/03/2023
379910;10784,85;6,58;3;268;14/03/2023
399736;11334,22;5,54;1,71;308;15/03/2023
338794,44;9905,27;5,33;3;3;16/03/2023
284148,17;8556,32;3,29;6,13;54;17/03/2023
286141,08;8665,85;1,17;7,83;26;18/03/2023
313949,12;9292,38;2,88;7,04;7;19/03/2023
323232,2;9493,33;3,08;5,38;20;20/03/2023
314522,59;9238,65;3,42;5,75;0;21/03/2023
280146,23;8458,92;6,08;7,25;8;22/03/2023
281552,37;8471,9;5,67;7,92;322;23/03/2023
284770,12;10745956,01;6,88;7,67;169;24/03/2023
282717,08;8611,59;4,71;6,71;33;25/03/2023
347697,47;10291,16;4,63;3,13;406;26/03/2023
373890,21;10919,1;4,21;0,58;392;27/03/2023
351950,65;10196,03;2,58;1,33;316;28/03/2023
312026,31;9234,22;3,04;4,71;0;29/03/2023
297941,49;8860,68;4,58;7,04;0;30/03/2023
321347,13;9573,93;3,46;6,46;10;31/03/2023
2413854,2;9708,61;7,04;2,67;400;01/04/2023
323119,05;9619,02;3,54;2,71;724;02/04/2023
315736,32;9330,47;1,88;2,42;669;03/04/2023
321770,37;9116,68;1,71;2,58;373;04/04/2023
291815,97;8082,43;1,46;3,83;285;05/04/2023
273477,3;8118,81;3,42;4,38;493;06/04/2023
240057,23;7618,78;4,88;5,04;665;07/04/2023
219435,24;7221,79;2,5;7,54;427;08/04/2023
289741,18;7314,54;2,33;7,58;445;09/04/2023
224663,38;7248,16;5,71;8,92;319;10/04/2023
278772,36;8489,77;4,17;7,29;187;11/04/2023
1504361,33;8345,08;4,33;5,58;88;12/04/2023
262411,24;8305,13;3,58;5,79;245;13/04/2023
236867,21;7740,79;2,58;6,96;250;14/04/2023
213521,18;7185,92;2,92;8,96;85;15/04/2023
193067,16;6673,17;1,67;9,33;183;16/04/2023
199141,28;6829,39;3,25;9;780;17/04/2023
195067,22;6596,93;4,54;8,63;797;18/04/2023
190505,26;6360,72;4,38;8;779;19/04/2023
168958,24;5898,21;6,04;10,04;758;20/04/2023
151570,53;5374007,82;4,67;10,33;794;21/04/2023
147637,45;5261,47;4,54;12,13;576;22/04/2023
182697,16;6032,98;3,42;9,75;249;23/04/2023
255419,24;8075,04;4,04;8,63;5;24/04/2023
268885,15;8553,1;8,08;5,13;101;25/04/2023
262409,19;8467,14;5,83;4,29;447;26/04/2023
239569,23;7776,78;4,25;4,25;554;27/04/2023
214953,34;7151,7;2,42;6,04;478;28/04/2023
226333,19;7509,26;4,42;6,04;563;29/04/2023
192297,44;6784,3;3,08;5,88;547;30/04/2023
213087,13;7289,39;4,63;9,17;440;01/05/2023
229757,07;7611,64;4,63;5,92;528;02/05/2023
243412,14;8032,15;3,38;5,75;415;03/05/2023
234387,13;7915,19;2,38;6,58;84;04/05/2023
275984,14;8810,65;9,13;6,83;145;05/05/2023
225823,29;7602,97;6,17;5,96;15;06/05/2023
179891,06;6469,4;5,13;9,38;522;07/05/2023
145092,08;5730,36;5,46;11,21;845;08/05/2023
135923,03;5728,2;5,63;13,46;403;09/05/2023
154797,11;6089,77;3,92;12,38;306;10/05/2023
134056,09;5670,21;1,5;10,96;57;11/05/2023
113122,21;5203,88;3;14,46;610;12/05/2023
372593,42;5204,63;1,92;13,71;810;13/05/2023
119583,06;5166,09;2;13,96;278;14/05/2023
163105,13;5729,85;2,92;12,42;548;15/05/2023
201094,12;6568,63;7,33;8,33;57;16/05/2023
180374,11;6055,49;7,46;7,13;268;17/05/2023
146719,1;5349,25;2,75;9,54;647;18/05/2023
126858,17;4879,63;1,88;10,63;700;19/05/2023
371615,26;4558,04;2,79;11,96;795;20/05/2023
100008,04;4264,97;4,13;15,25;483;21/05/2023
128584,1;4876,33;3,21;16,42;133;22/05/2023
135986,06;5247,69;5,67;9,96;42;23/05/2023
131069,11;4771,54;3,25;11,83;548;24/05/2023
138584,14;5145,31;5,25;10,33;923;25/05/2023
130178,18;5224,1;4,5;9,83;634;26/05/2023
381811,2;4890,01;2,42;9,83;889;27/05/2023
128584,05;5029,87;3,5;10,58;590;28/05/2023
110985,11;4541,26;4,42;10,33;872;29/05/2023
106441,03;4535,63;2,29;14,13;780;30/05/2023
110116,12;4561,95;6,29;11,42;709;31/05/2023
104021,11;4603,07;4,54;12,58;733;01/06/2023
103219,1;4528,56;2,63;12,67;780;02/06/2023
370907,09;4559,23;3,33;11,46;857;03/06/2023
111776,07;4738,77;3;10,92;487;04/06/2023
106776,12;4682,02;2,08;11,75;574;05/06/2023
101357,06;4570,59;3,25;12,08;750;06/06/2023
97927,12;4502,89;2,46;12,79;619;07/06/2023
93050,17;4343,39;3,13;12,58;798;08/06/2023
79820,08;4044,67;2,38;14,83;721;09/06/2023
77820,06;4081,63;4,96;16,58;912;10/06/2023
78211,05;3969,62;4,83;16,5;717;11/06/2023
73434,09;3751,27;3,67;17,54;922;12/06/2023
70415,03;3808,52;3,38;16,83;947;13/06/2023
70868,1;3487,1;1,79;17,58;915;14/06/2023
70013,11;3584,91;1,88;16,25;420;15/06/2023
64614,08;3305,72;2,17;17,79;459;16/06/2023
66407,04;3436,28;1,29;17,21;588;17/06/2023
66876,03;3408,29;1,46;17,71;627;18/06/2023
65776,14;3341,71;3,08;16,96;302;19/06/2023
64456,02;3301,98;1,88;19;431;20/06/2023
67224,11;3294,32;3,88;17,08;243;21/06/2023
598301,1;3381,92;2,38;18;641;22/06/2023
67584,1;3344,1;3,42;15,63;443;23/06/2023
64543,04;3333,73;2,67;16,92;464;24/06/2023
64887,09;3296,65;1,13;18,88;298;25/06/2023
73372,09;3558,23;5,04;17,29;410;26/06/2023
73442,04;3658,16;6,29;14,54;706;27/06/2023
67515,15;3234,53;3,04;16,13;540;28/06/2023
73189,21;3557,04;3,21;17,46;24;29/06/2023
73603,25;3617,92;3,75;15,21;523;30/06/2023
79804,05;3840,12;4,13;14,75;21;01/07/2023
89603,1;3994,98;7;13,71;337;02/07/2023
95508,11;4155,45;5,71;12,54;402;03/07/2023
110749,05;4514,94;5,38;12,5;252;04/07/2023
100897,16;4343,26;4,5;12;68;05/07/2023
84005,24;3998,08;5,25;14;446;06/07/2023
69766,26;3690,32;1,75;15,83;818;07/07/2023
61416,04;3373,65;1,67;18,13;937;08/07/2023
62836,09;3301,58;2,92;19,96;729;09/07/2023
67218,08;3350,02;2,83;16,75;307;10/07/2023
68931,03;3306,82;2,54;16,63;92;11/07/2023
72126,14;4024,09;3,29;16,13;310;12/07/2023
72371,16;3607,88;3,71;15,17;447;13/07/2023
62324,25;3366,85;2,38;15,88;484;14/07/2023
64110,03;3481,76;3,75;18,75;224;15/07/2023
69952,09;3952,71;6,5;16,54;276;16/07/2023
76352,08;4428,67;5,25;15,21;348;17/07/2023
81903,08;4093,21;4,08;14,13;500;18/07/2023
85709,14;4094,21;2,46;13,17;295;19/07/2023
86018,14;4234,57;4,42;12,96;325;20/07/2023
81586,24;4140,55;2,83;13,25;360;21/07/2023
84699,05;4179,42;3,21;13,13;434;22/07/2023
82640,09;3930,53;3,46;14,54;0;23/07/2023
85185,08;3799,3;4,38;15,88;200;24/07/2023
92718,04;4390,13;4,33;13,33;423;25/07/2023
86574,15;3857,16;4,54;12,75;326;26/07/2023
75928,14;3532,93;1,75;14,75;363;27/07/2023
68176,27;3377,02;1,04;16,92;726;28/07/2023
74260,06;3693,63;2,63;16,58;139;29/07/2023
77741,09;3658,94;2,83;14,38;334;30/07/2023
75545,13;3713,73;3,13;15,38;380;31/07/2023
81874,02;3708,83;2,13;14,75;146;01/08/2023
77416,17;3666,93;2,13;15,08;295;02/08/2023
84003,14;3704,92;2,75;15,88;180;03/08/2023
80203,27;3567,45;5,25;15,04;125;04/08/2023
75690,04;3577,96;2,71;15,38;565;05/08/2023
93156,13;3865,04;3,21;15,71;32;06/08/2023
97451,2;3762,89;9,21;13,54;8;07/08/2023
114974,05;4341,6;10,08;12,88;387;08/08/2023
108356,17;4315,15;6,63;12,13;67;09/08/2023
87206,13;3872,81;4,92;13,75;364;10/08/2023
72692,27;3562,26;2,75;17,63;247;11/08/2023
78133,14;3719,2;1,75;17,08;51;12/08/2023
79065,11;3695,66;3,13;16,42;102;13/08/2023
72243,17;3540,1;2,04;17,04;458;14/08/2023
76522,07;3576,05;3,33;17,33;309;15/08/2023
82873,25;3809,1;3,92;15,46;170;16/08/2023
77467,13;3757,97;1,42;14,67;214;17/08/2023
68695,19;3413,2;3,88;16,92;96;18/08/2023
66741,12;3508,14;4,38;18,58;65;19/08/2023
69167,06;3823,03;2,46;17,58;479;20/08/2023
68708,18;3298,84;2,33;16,79;610;21/08/2023
70665,07;3411,51;2,58;17,13;437;22/08/2023
75821,21;3687,6;2,92;16,08;167;23/08/2023
67925,12;3369,33;1,5;15,67;398;24/08/2023
72058,19;3360,28;2,63;16,67;374;25/08/2023
86604,21;3931,88;1,5;13,58;192;26/08/2023
93076,74;4256,05;1,54;12,75;191;27/08/2023
89110,23;4018,14;2,25;13,25;492;28/08/2023
93721,07;4332,46;1,46;13;233;29/08/2023
93736,2;4402,23;2,04;13,5;104;30/08/2023
92371,15;4457,26;1,58;13,38;152;31/08/2023
86293,21;4215,11;2,13;13,92;634;01/09/2023
85259,11;4207,43;3,54;13,75;565;02/09/2023
79409,12;4333,85;3,88;15,83;193;03/09/2023
78038,19;4170,68;2,71;16,71;731;04/09/2023
74063,07;4135,12;0,5;16,5;724;05/09/2023
66772,19;3905,16;1,88;17,04;648;06/09/2023
64068,13;3537,61;3;18,29;522;07/09/2023
59293,22;3598,37;2,79;18,92;589;08/09/2023
60783,09;3685,65;1,79;19,63;634;09/09/2023
64291,11;3884,58;1,38;17,21;209;10/09/2023
68011,19;3492,09;2,88;19,17;354;11/09/2023
86216,07;4306,99;2,08;15,25;22;12/09/2023
103842,2;4788,05;2,67;12,21;404;13/09/2023
89760,12;4376,57;1,54;11,71;207;14/09/2023
79948,19;4450;2,67;14,42;525;15/09/2023
75305,08;4168,57;1,83;15,75;332;16/09/2023
75920,08;4032,77;3,92;17,33;224;17/09/2023
94278,27;4131,26;4,38;17,46;99;18/09/2023
92311,06;4341,63;6,54;14,17;107;19/09/2023
91122,18;4301,01;5,63;16,96;54;20/09/2023
95986,33;4310,66;3,38;16,58;158;21/09/2023
104360,15;4142,51;2,21;13,83;203;22/09/2023
114074,12;4452,46;2,25;12,04;254;23/09/2023
115694,11;4672,71;3,13;12,46;345;24/09/2023
104075,2;4233,49;3,96;14,38;191;25/09/2023
96535,09;3930,31;2,08;14,96;222;26/09/2023
92778,18;3820,88;1,79;15,83;186;27/09/2023
104123,24;4090,97;3,5;16,21;104;28/09/2023
111938,2;4213,54;3,58;14,25;17;29/09/2023
123099,28;4557,43;4,42;13,08;353;30/09/2023
111573,13;4356,4;1,75;13;40;01/10/2023
124403,38;4547,88;2;15,46;19;02/10/2023
144321,12;5040,33;4,17;13,21;39;03/10/2023
141580,2;5048,81;5,96;12,71;257;04/10/2023
135064,3;4780,93;4,08;11,67;334;05/10/2023
152991,16;5205,77;7,71;14,83;7;06/10/2023
190822,2;6121,92;3,96;10,5;85;07/10/2023
205022,28;6314,57;0,92;7,08;284;08/10/2023
185218,26;6176,01;1,33;8,83;6;09/10/2023
161773,08;5404,08;3,21;12,92;23;10/10/2023
187819,42;6047,91;6,42;13,25;34;11/10/2023
188743,27;6064,69;4,29;9,54;223;12/10/2023
200977,41;6310,03;4,67;11,71;0;13/10/2023
235871,24;7272,97;7;8,46;209;14/10/2023
243596,39;7772,73;5,96;7,04;237;15/10/2023
242253,26;7280,03;2,79;6,13;291;16/10/2023
244611,16;7162,02;1,83;6,71;327;17/10/2023
273188,44;7791,43;2,04;7,42;265;18/10/2023
321396,29;9551,6;9,38;6,67;0;19/10/2023
300839,32;9563,07;11,83;4,42;0;20/10/2023
249848,37;7449,22;6,5;7,54;0;21/10/2023
252791,37;8110,28;3;9,29;12;22/10/2023
256864,2;7597,28;2,08;8,54;184;23/10/2023
246053,11;7257,56;5,5;8,54;14;24/10/2023
259308,5;7594,27;4,29;9,17;13;25/10/2023
278397,86;8477,69;4,21;7,21;2;26/10/2023
277833,75;8316,66;3,88;6,21;13;27/10/2023
263306,26;7921,08;4,58;6,54;0;28/10/2023
249396,13;7587,76;5,21;9,58;54;29/10/2023
317593,44;9043,71;4,67;10,25;153;30/10/2023
354439,49;10006,22;3,67;3;70;31/10/2023
275840,36;8003,12;3,75;4,25;27;01/11/2023
279185,55;8371,43;5,67;9,58;91;02/11/2023
270640,29;8168,04;5,04;8,75;11;03/11/2023
262150,29;8002,49;4,25;7,79;1;04/11/2023
259194,12;7808,03;2,38;8;11;05/11/2023
278617,33;8365,33;3,08;8,29;193;06/11/2023
268143,43;8237,08;2,71;7,42;99;07/11/2023
269057,19;8345,51;3,75;7,92;194;08/11/2023
293333,17;8892,83;1,5;7,21;11;09/11/2023
291411,41;8696,49;2,38;5,96;110;10/11/2023
280273,34;8545,79;0,79;5,5;21;11/11/2023
317395,14;9296,23;1,17;5,21;90;12/11/2023
324080,29;9408,81;4;4,83;28;13/11/2023
351268,47;9914,07;4,25;5,21;0;14/11/2023
369321,27;10327,3;3,08;3,63;7;15/11/2023
372186,18;10586,71;4,5;2,83;34;16/11/2023
353128,21;10802,16;2,29;2,46;22;17/11/2023
325293,24;9778,45;3,38;2,42;169;18/11/2023
321458,16;9790,1;3,42;5,46;0;19/11/2023
352924,76;10391,95;3,04;5,71;3;20/11/2023
393862,54;11201,17;2;2,83;8;21/11/2023
324413,23;9141,6;5,42;3,75;0;22/11/2023
384488,18;10838,42;9,83;7,96;2;23/11/2023
376913,22;10761,9;5,46;1,83;127;24/11/2023
429762,36;12243,21;2,46;0,88;294;25/11/2023
439386,21;12714,38;1,46;-1,21;34;26/11/2023
482494,31;13673,68;5,25;0,29;12;27/11/2023
511321,2;14092,17;2,42;-4,58;180;28/11/2023
529772,33;14332,92;1,21;-5,71;314;29/11/2023
529146,46;13993,05;2,17;-3,83;96;30/11/2023
542185,23;14375,74;2,29;-4;125;01/12/2023
500260,56;13481,07;0,33;-6,5;116;02/12/2023
495055,15;13171,29;1,5;-2,29;109;03/12/2023
466314,24;12355,69;3,71;-0,71;79;04/12/2023
473683,14;12372,83;5,17;0,04;187;05/12/2023
461061,42;12496,43;4,92;0;17;06/12/2023
453847,33;13188,98;1,54;0,04;4;07/12/2023
424305,21;12074,49;4;0,33;2;08/12/2023
409331,17;11372,51;4,33;2,04;6;09/12/2023
397846,19;10912,22;5,21;2,83;6;10/12/2023
423392,26;11296,53;2,13;3,17;0;11/12/2023
;;3,67;1,25;0;12/12/2023
